,formatted_address,international_phone_number,name,place_id,rating,reviews,types,user_ratings_total,price_level
0,"Av. Louis-Casaï 27, 1209 Vernier, Switzerland",+41 22 559 43 32,NORDSEE,ChIJafIcq6RljEcRQSOdN4w6HZE,4.1,"[{'author_name': 'Virginia VECINO', 'author_url': 'https://www.google.com/maps/contrib/111022407236479451969/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm9XoB4TXpuXZSIo39EIagppIIUOnxJEnb8VchA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': '. If you want a delicious but affordable meal please come and visit NORDSEE BALEXERT. You’ve got to try each of their dish especially their paella and salmon with veggies. It’s really the best value when it comes to your meal and money.', 'time': 1656279469}, {'author_name': 'donna virtucio', 'author_url': 'https://www.google.com/maps/contrib/113640477524884491696/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrlYSomv37fdMCgS-uc4AzXtjr4K_1OdlcbYlpvBQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'If you are looking for very good quality of fish and chips Nordsee is the best place…very affordable price and you will be satisfy yourself. There are also some other menu  you can try like Paella and Salmon its just delicious👍', 'time': 1656336591}, {'author_name': 'Joselito Benitez', 'author_url': 'https://www.google.com/maps/contrib/116864556662113735371/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmk8qUwH6_iINJ66R-y5gGzNcRqVOoInsSQRIGxg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'Great Value! I had the fish and chips plus a side order of shrimps. Huge healthy cut fries! Burrrp!\nWill be back to try the calamares.', 'time': 1650797163}, {'author_name': 'Abby-Gayle Reyes', 'author_url': 'https://www.google.com/maps/contrib/103556098125118616237/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmn2smw9LkUix7XIB8XoR07-WC0o2pSG24xJNp2I=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'The incredible service, the employees very welcoming and smiling! For a fast food restaurant, this is quality food! If you are looking to eat fish, this is the right place! From experience, I have always been satisfied and I will not hesitate to return!', 'time': 1656280392}, {'author_name': 'Xavi Fitó', 'author_url': 'https://www.google.com/maps/contrib/111057080880528835262/reviews', 'language': 'ca', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpdoDUvgTrDcTbyp17XKrJ7tiHg748ZpVc27cliAQ=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '2 months ago', 'text': 'Un servei molt atent i simpàtic. Menjar sense sorpreses però bo i ben cuinat. Una alternativa agradable a les hamburgueses.', 'time': 1655380543}]","['restaurant', 'food', 'point_of_interest', 'establishment']",18.0,
0,"Avenue Louis-Casaï 27, Case Postale 2903, 1211 Genève, Switzerland",+41 22 570 30 60,Pizzeria Ristorante Molino Balexert,ChIJa13aO6JljEcR4hMjeyIXNMs,3.6,"[{'author_name': 'Costin Grigoraş', 'author_url': 'https://www.google.com/maps/contrib/106908669206521402009/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrbNPuse13LVRLZ2AHsOSuKPETmB-3fdo9WZvXKOA=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '9 months ago', 'text': 'Pizza is great but service is not on par. Be prepared to wait or grab somebody for attention.', 'time': 1636274127}, {'author_name': 'Frank Berghaus', 'author_url': 'https://www.google.com/maps/contrib/115219632220028095635/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrfe50Z-EqOWBKWFPohJMZrKZyy_qX7qVmX2EbVbPA=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': '2 months ago', 'text': 'Good place to get a pizza before (or after) catching a movie next door.', 'time': 1653851234}, {'author_name': 'Suha Rifai', 'author_url': 'https://www.google.com/maps/contrib/111466857960730623551/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkBnLbaRyh3jHEdZFLJIwYd3A0a9fh0bEIxsNPl=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'in the last week', 'text': 'The food is excellent …very nice experience,friendly staff', 'time': 1660636774}, {'author_name': 'George Sgurescu', 'author_url': 'https://www.google.com/maps/contrib/102734758178875186846/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpk9Ku2N_DieFnqXQFB6a1F3Q7lw57VSb7_TFHC64c=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 3, 'relative_time_description': '4 months ago', 'text': 'Pizza in pretty good,\nBut BEWARE WATER IS 3,50 chf', 'time': 1649447119}, {'author_name': 'Barefoot Centipede', 'author_url': 'https://www.google.com/maps/contrib/115899466379413351392/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpCo5K1xCB_p2JkJItypSjYkEGpMU8UAGF3Yjv6=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Very conveniently located within the shopping mall next to the movies theatre\nInteresting formula for pasta and pizza 🍕\nGood choice of wines 🍷 at any price\nService is welcoming', 'time': 1654429978}]","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",308.0,2.0
0,"Av. Louis-Casaï 27, 1209 Genève, Switzerland",+41 22 520 61 11,Wasabi,ChIJl1Ww0ZdkjEcRBuDSyFTBHyk,3.6,"[{'author_name': 'sandro', 'author_url': 'https://www.google.com/maps/contrib/108704067197944794619/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqH0e1l3xXxzGsxk3PW0YHzVQcqMJpeI82MVHz5qQ=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'The food is good but the place is not very pleasant.', 'time': 1578898103}, {'author_name': 'D Re', 'author_url': 'https://www.google.com/maps/contrib/102913121651847614606/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlRPKsIjEtI-F39Nh9HhYrKTWZm7xF1PoWfBCH8=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '3 years ago', 'text': 'Nice', 'time': 1549087078}, {'author_name': 'F Yomiko', 'author_url': 'https://www.google.com/maps/contrib/105041953949052200105/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvml6UZIMvs604kUbUt2WoG5NYVTn2IdJ7UMR7oqP=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '7 months ago', 'text': 'Always so excellent! 👍\nQuality fresh sushi.\nGreat chef😁\nDo not miss.', 'time': 1642694402}, {'author_name': 'Eileen Dudley-Martin', 'author_url': 'https://www.google.com/maps/contrib/102233338210746429999/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoeBdZMcOqgE0FHMGZsivYxyCuNwCXD3fjy0nY-og=s128-c0x00000000-cc-rp-mo', 'rating': 2, 'relative_time_description': '5 months ago', 'text': 'Frankly disappointed with their poke.\nI very often take my sushi/chirachi there and this time I wanted to take one of their poke. So already at the level of proteins, there are three pieces of tuna that are short after, they forgot half of the ingredients in them, I had to ask again 3 times.. and on top of that I take away and once part I realize that I have no cover!', 'time': 1646995946}, {'author_name': 'Dani Maus', 'author_url': 'https://www.google.com/maps/contrib/101675947512570380066/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucohj0wqvwhP52d_EAPkXKci6npXUNwwTAslxDeb=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'All tables were excellently cleaned and the chairs were extremely comfortable. Quite perfect to have a dessert afterwards. The workforce has worked fast, clean and friendly. I found the bid very appealing.', 'time': 1570103942}]","['restaurant', 'food', 'point_of_interest', 'establishment']",36.0,2.0
0,"CP 2845 Avenue Louis-Casaï 27 1211, 28 Genf, Switzerland",+41 22 796 15 11,Muller's Factory Balexert,ChIJL1Sw0ZdkjEcRDqpgjs3Z044,4.1,"[{'author_name': 'IceRook', 'author_url': 'https://www.google.com/maps/contrib/115612650810102973260/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrih8E3iDp5mVFmeo0Fh4ycRf_L954MB6ppMJdwhg=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '3 months ago', 'text': ""I love Mueller's food, it's always consistent and ALWAYS fresh and the staff is as courteous as they come..."", 'time': 1652612491}, {'author_name': 'Francis Kerwin', 'author_url': 'https://www.google.com/maps/contrib/103789781934622600486/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnUT6O1f6R-YRg_psGaqBckAYfIqbijdqcBPDoh=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '8 months ago', 'text': ""Best crêperie in town!!!! We love that it's a family owned restaurant chain and you can feel the love in every bite.\n\nOur little family loves going to Muller's Factory for breakfast, lunch and dinner. We find it hard to choose between the delicious sweet crêpes or waffles (my favourite is the Swiss grated chocolate with banana slices inside the waffle) and the amazing and filling savoury Crêpes (Mamma Mia or La Muller's are to die for). We actually love crêpes so much that we often pass by the shop to just buy the crêpe batter to make lazy crêpes at home on a Sunday morning...\n\nAlso, if you happen to be going during winter - make sure to try their home-made mulled wine when its available (best in Geneva) or other yummy hot beverages! Thank you Les Mullers for existing - Geneva would not be the same without you!!!!!!"", 'time': 1637870941}, {'author_name': 'caroline eghagha', 'author_url': 'https://www.google.com/maps/contrib/104192484509179528964/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm7Jh0D_Ct72eZa-sAUNz-noPYbKIddZQz4p1W5=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 4, 'relative_time_description': '2 years ago', 'text': ""Consistently great savoury and sweet pancakes with fillings to satisfy a wide range of tastes. One of my favourite is the spinach, gruyere and ham pancake. Delish! I also love the goat's cheese, walnut and honey. For a sweet fix I usually go for the waffle with applesauce  but there's the pancake with lemon cream that's fab too."", 'time': 1594647294}, {'author_name': 'Natasha Wilson', 'author_url': 'https://www.google.com/maps/contrib/101186137205108357656/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmzuGuVingHVRLLY2gd6HrcMv_9ToaavCzypaqg=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '3 years ago', 'text': 'The staff stops serving and pancakes 30 Minutes before the closing time. This one time She wouldn’t serve anybody after 17:45  I believe this is a terrible work ethic and off putting for customers', 'time': 1552153010}, {'author_name': 'Nenad Markovikj', 'author_url': 'https://www.google.com/maps/contrib/109030424601790818891/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucowoH8GCMObJYDieXGUzd19nFL-FJhp2bBUHO2GTg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Tastey and expensive chocolates', 'time': 1556007527}]","['restaurant', 'point_of_interest', 'store', 'food', 'establishment']",99.0,
0,"Av. Louis-Casaï 54, 1216 Cointrin, Switzerland",+41 22 788 26 81,"Beau site grill, restaurant du P'tit Music'Hohl",ChIJgxEEi5lkjEcRltl_KqbFjDY,4.3,"[{'author_name': 'Alissa Noel', 'author_url': 'https://www.google.com/maps/contrib/100675883122496680073/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnbYSpF35Ud3x4_w5uezkaDGLdmkEfprAj3fcWH=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a month ago', 'text': ""The people there are very friendly and understanding. I didn't think I'd have to wait that long for my pollo asado (I ordered a whole chicken to-go), but I realised they were grilling it on the spot, so no day-old chicken! It was definitely worth the wait. I couldn't pay with Twint and had forgotten my wallet home, but they kindly let me leave with what I'd ordered and come back later! I'd go there again!"", 'time': 1657030261}, {'author_name': 'Roman Bolshich', 'author_url': 'https://www.google.com/maps/contrib/101862213409978136084/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpje6y_cgSqzuAx52wpx7nwVz6uTHuImF28pReukQ=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'While having absolutely none impressive entrance, the restaurant was total mind blower. Good service, extremely tasty food, and fine choice of vine.\nA reservation is needed. When we arrived, the restaurant was fully booked for the next hour and a half.\nThere is only a french menu, but most of the staff speak English.\nWe had 8 meat course, advised.', 'time': 1645605994}, {'author_name': 'Horst Ros', 'author_url': 'https://www.google.com/maps/contrib/113264008436574818686/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmNU7cmPM5vLOgGuac8-aZyUvP43Yob8UmLs-Vm=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '10 months ago', 'text': 'Nice location, very good food and superb service! Great Portuguese people! Obrigado...', 'time': 1634714275}, {'author_name': 'George Sgurescu', 'author_url': 'https://www.google.com/maps/contrib/102734758178875186846/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpk9Ku2N_DieFnqXQFB6a1F3Q7lw57VSb7_TFHC64c=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 2, 'relative_time_description': 'a year ago', 'text': 'Not the best restaurant..\nFood is very salty. The octopus had no flavour and it was a bit chewy.. decided to leave it, take it home and cook it better.\nThe bread was stale.\nI went there for a glass and some nibbles, didn’t want a heavy dinner.\nAsked for one meal to share, the waitress said portions are too small to share and having a meal in two is not allowed. Crazy… never heard of such a thing..\nPortions are huge!! You can take it home, fair enough, but again didn’t want a full dinner.\nHonestly overpriced for the location and the quality.\nService was good :)\nA starter, 2 mains, 1 bottle of wine and 1 dessert is CHF100.', 'time': 1627550635}, {'author_name': 'Maximilian Baier', 'author_url': 'https://www.google.com/maps/contrib/115330282508427401604/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpnBp4_cgK-QUrB_snqDLTrXZ6-AamYX2BEXv8O=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Great service and atmosphere, would highly recommend the food and good for kids as well. Did not have to wait long to be seated, was delighted by how clean everything was. Nice food portion sizes especially considering the price. The staff were immaculately dressed and it was clear they knew their work very well. Wonderful choices intended for a particular occasion, plenty of choices on the menu and every thing tasted of the greatest quality.', 'time': 1580552753}]","['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",160.0,2.0
0,"Av. Louis-Casaï 27 1211, 28 Genève, Switzerland",,Sushi Mania,ChIJMy47vGBljEcRSRQ--Uo69Kw,,,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']",,
0,"Av. Louis-Casaï 27, 1220 Vernier, Switzerland",+41 22 797 18 91,McDonald’s Restaurant,ChIJ91qoKJZkjEcRo-jn2NuGHLI,3.4,"[{'author_name': 'Sean Marques', 'author_url': 'https://www.google.com/maps/contrib/104485850220712415323/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrLkpWqoDShnGVG6sVsNlBEwW76rGTglpl9z5ZoxQ=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 1, 'relative_time_description': '7 months ago', 'text': 'The best place to get UNCOOKED COLD FRIES !', 'time': 1642767792}, {'author_name': 'Lis Colls', 'author_url': 'https://www.google.com/maps/contrib/105100721879532412069/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoprI0v0iopzlHJJbE29ZbxlI3HvQ4UL3GfeGXvBg=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '6 months ago', 'text': 'Super slow!! 30 mins for a box of nuggets', 'time': 1644866313}, {'author_name': 'Mich Tesl', 'author_url': 'https://www.google.com/maps/contrib/107524994274829648834/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoQ9ek6Nv2cGQ35Xgfm__vyzIVTHM8O05ZIJzsg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Top', 'time': 1658058815}, {'author_name': 'Lee Hoile', 'author_url': 'https://www.google.com/maps/contrib/100053978122996128681/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpihkvmTZg1EQ_UF98xs137_g3vFyHUPi2gbwpbFRo=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '4 years ago', 'text': 'I actually loved this place! We had a little time to kill whilst waiting for our next flight and wandered down to this shopping complex. So easy to order food - they have a  electronic ordering screen which translates to English . It was clean and tidy and not that busy at the time we visited (lunch time in a Monday)!  I think I would make the effort to walk here again from the airport if I had the time when I’m here next.', 'time': 1527452519}, {'author_name': 'Deejay Hotune', 'author_url': 'https://www.google.com/maps/contrib/106186461585634516764/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucq7nOXOX-1oM8G5eHk77PYfP_-eAw5iypTii9BM=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'As always fast and good.', 'time': 1598313089}]","['restaurant', 'point_of_interest', 'food', 'establishment']",113.0,2.0
0,"Av. d'Aïre 52, 1203 Genève, Switzerland",+41 22 345 55 23,La Chamade,ChIJ7UScbe5ljEcRzKMw2YXEW94,4.5,"[{'author_name': 'Brad Kevelin', 'author_url': 'https://www.google.com/maps/contrib/111528443899354009827/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucokl-ZEX7yGyielgtb1K4aV-GnkTB20vQB9sZi5sQ=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a month ago', 'text': 'Stellar thin crust pizza.', 'time': 1657484408}, {'author_name': 'Te Ka', 'author_url': 'https://www.google.com/maps/contrib/102468792096027841035/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmm6zYUXbsXSzp6szEtDaN9pqH7PuU-Z1M3xC22o=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '7 months ago', 'text': 'Very good little family pizzeria.\nIt is run by a very charming couple.\n\nTheir pizzas are excellent, especially the pate and for 13.- to take away you can take any pizza from the menu.', 'time': 1640893474}, {'author_name': 'Tony', 'author_url': 'https://www.google.com/maps/contrib/106961927204317518760/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpEjqQ_gty83fbpWg4lw4bSO_p6X6a53PJFPPdu7Q=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '10 months ago', 'text': 'Pizza as beautiful to see as to eat.', 'time': 1632884538}, {'author_name': 'Gilbert Schenkel', 'author_url': 'https://www.google.com/maps/contrib/102035617835054571520/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp1VrVrLZp-eWlm8pKwqLmhcECGRDCi9nXPNn9J=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '4 months ago', 'text': 'Very popular and family.', 'time': 1649965172}, {'author_name': 'Melodie Detraz', 'author_url': 'https://www.google.com/maps/contrib/111785803112015179364/reviews', 'language': 'en-US', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmmDdqwKHC-DMKJOP2xpQeaHW9Xg-VM_qd6K51eq=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Excellent pizzas at 13.- to take away! The dough is fine and well filled. I highly recommend! Very friendly owners! :)', 'time': 1607809272}]","['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']",23.0,
0,"Chem. De-Maisonneuve 10, 1219 Vernier, Switzerland",+41 76 679 54 72,ArteAndaluz,ChIJyZwxu7tkjEcRjCc224kKQbU,4.2,"[{'author_name': 'Maximilian Baier', 'author_url': 'https://www.google.com/maps/contrib/115330282508427401604/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucpnBp4_cgK-QUrB_snqDLTrXZ6-AamYX2BEXv8O=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""We really want to thank the personnel to make my brother's birthday so special. Don't generally venture out for lunch, found this place unintentionally. Lovely personnel and good quality food. Food came fast, was very hot and totally delightful. Cannot fail with the nice food here and the prices are fair. Wide range of food and drink, surely some thing for everybody."", 'time': 1580579261}, {'author_name': 'Caroline Bach', 'author_url': 'https://www.google.com/maps/contrib/115983263351333942360/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucqNKvvWP_aBieyS-Vx_HoJVvtLYDhXX8DfeVHXlmQ=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 3, 'relative_time_description': '2 years ago', 'text': 'Authentic Spanish place in a basement with some nice live music and Sevillana dance events. If you want the paella you will need to order it 45 minutes ahead of your arrival. Friendly staff and familiar atmosphere.', 'time': 1593361558}, {'author_name': 'Gustav Grumert', 'author_url': 'https://www.google.com/maps/contrib/114352747178670449822/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmlje7KKLxnAXD0xzkqYmtZLIlFx7m5_jsT8wqwR=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Very nice. Great atmosphere.', 'time': 1591998951}, {'author_name': 'Alexis Arthur', 'author_url': 'https://www.google.com/maps/contrib/102336173918657983549/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucof1BaH2dOBYb-kSj1Kh9GuJ9VJ1znA_FLNSN4nSA=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '2 years ago', 'text': 'Unbelievable - not even worth a single star. Dirty tables and floor, poor service, very slow, food arrived still frozen or uncooked. The ""tapas"" plate was just salami and manchego, the ""tortilla"" was old french fries in an omlette, the paella is definitely not worth coming here for. Uniformally a terrible experience.', 'time': 1581601071}, {'author_name': 'Francisco José Tajada Duaso', 'author_url': 'https://www.google.com/maps/contrib/117504413185671734810/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmkMgSgRJGnmEQAiiKDoZXEq6fqxoovgsNHceSUs=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Andalucia Nostalgia. Flamenco free class first Friday, every month with Jose Candela. Great fun', 'time': 1570951241}]","['restaurant', 'food', 'point_of_interest', 'establishment']",159.0,1.0
0,"Auto Centre, Av. Louis-Casaï 11, 1209 Genève, Switzerland",+41 22 796 47 07,McDonald’s,ChIJR1ruzZdkjEcReswSeLb3a18,3.5,"[{'author_name': 'Shannon Roy', 'author_url': 'https://www.google.com/maps/contrib/106273038889602401515/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoteFLFeN-VoWPU1s9YyrXmi4UzgxZjgXBa1f6oWy8=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': 'in the last week', 'text': 'Burger was tasty, fries were piping hot (why have most McD’s forgotten that essential part?) and dining room was clean.\n\nWay too small and understaffed at all hours for the volume of customers, though.', 'time': 1660463023}, {'author_name': 'Prasche Prasetyoko', 'author_url': 'https://www.google.com/maps/contrib/101579586397685642976/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucoDFhGZAso9CQGzOB20gP2R_rtc6CBOJiIU4B5f1X4=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '2 months ago', 'text': 'As always.. My fave place', 'time': 1653576428}, {'author_name': 'Edward Tachie-Menson', 'author_url': 'https://www.google.com/maps/contrib/113746264364507004813/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucp1jM1dU5uTsJnm36X9czPh3hTZNJNhHbJ8zmA4Pw=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'Nice place but with the current Covid 19 restrictions, you are forced to take out', 'time': 1595880160}, {'author_name': 'Neb Mel', 'author_url': 'https://www.google.com/maps/contrib/104840074795976662110/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AItbvmnP3qWQ35KbGeb9gXVTtLU_hwCinVNC5PajGrXP=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""Why are the burgers always more tasty in this MacDonald's...?"", 'time': 1597141590}, {'author_name': 'AlejPix Photo', 'author_url': 'https://www.google.com/maps/contrib/113204676615793979619/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AFdZucrkzJcMZlr71jXDRC-qinKrVyRr-sjzAWFuzsWwew=s128-c0x00000000-cc-rp-mo', 'rating': 3, 'relative_time_description': 'a year ago', 'text': 'It’s a McDonald... nothing more, nothing less', 'time': 1608418852}]","['restaurant', 'point_of_interest', 'food', 'establishment']",572.0,2.0
